lesionTipo,fecha,lesionRango,granja,edadEnDias,ciclo,noGalpon,planVacuna,influenzaVacuna,newcastleVacuna,gumboroVacuna,lesionPromedio,nAnimal,sexoAnimales,bursometro,condicionHigado,integridadIntestinal
Aerosaculitis,20-08-2020 00:00:00,0-4,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
Cardiovascular,20-08-2020 00:00:00,0-3,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
ErosionMolleja,20-08-2020 00:00:00,0-3,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
ComedorCama,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
Proventriculitis,20-08-2020 00:00:00,0-3,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
IntestinosEngrosados,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
IntestinosAdelgazados,20-08-2020 00:00:00,0-2,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
E.acervulina,20-08-2020 00:00:00,0-4,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
E.maxima,20-08-2020 00:00:00,0-4,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
E.tenella,20-08-2020 00:00:00,0-4,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
ExcesoMocoIntestinal,20-08-2020 00:00:00,0-2,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
ExcesoFluidoIntestinal,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
DescamacionIntestinal,20-08-2020 00:00:00,0-2,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
Tenias,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
EnteritisNecrotica,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
PasajeAlimento,20-08-2020 00:00:00,0-2,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
GasCecal,20-08-2020 00:00:00,0-2,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
HiperemiaIntestinal,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
QuemaduraAmoniaco,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
Aspergilosis,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
Ascitis,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
Ascaridios/GusanosRedondos,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
HemorragiasPetequiales,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,4,-,0,-,0
PiernasPalidas,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
Rasguños,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
LesionCojinetePlantar,20-08-2020 00:00:00,0-3,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
LesionCavidadOral,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
RetencionSacoVitelino,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
AtrofiaTimo,20-08-2020 00:00:00,0-2,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
DañoBolsa,20-08-2020 00:00:00,0-3,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
NecrosisCabezaFemur,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
DiscondroplasiaTibial,20-08-2020 00:00:00,0-3,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
Traqueitis,20-08-2020 00:00:00,0-3,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
Aerosaculitis,20-08-2020 00:00:00,0-4,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
Cardiovascular,20-08-2020 00:00:00,0-3,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
ErosionMolleja,20-08-2020 00:00:00,0-3,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
ComedorCama,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
Proventriculitis,20-08-2020 00:00:00,0-3,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
IntestinosEngrosados,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
IntestinosAdelgazados,20-08-2020 00:00:00,0-2,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
E.acervulina,20-08-2020 00:00:00,0-4,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
E.maxima,20-08-2020 00:00:00,0-4,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
E.tenella,20-08-2020 00:00:00,0-4,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
ExcesoMocoIntestinal,20-08-2020 00:00:00,0-2,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
ExcesoFluidoIntestinal,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
DescamacionIntestinal,20-08-2020 00:00:00,0-2,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
Tenias,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
EnteritisNecrotica,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
PasajeAlimento,20-08-2020 00:00:00,0-2,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
GasCecal,20-08-2020 00:00:00,0-2,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
HiperemiaIntestinal,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
QuemaduraAmoniaco,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
Aspergilosis,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
Ascitis,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
Ascaridios/GusanosRedondos,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
HemorragiasPetequiales,20-08-2020 00:00:00,0-1,Vergel,29,38,8,P3T1,Trovac,Merial,Bursavac,0,5,-,0,-,0
PiernasPalidas,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
Rasguños,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,1,1,H,5,-,8
LesionCojinetePlantar,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,1,1,H,5,-,8
LesionCavidadOral,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
RetencionSacoVitelino,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
AtrofiaTimo,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
DañoBolsa,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
NecrosisCabezaFemur,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
DiscondroplasiaTibial,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
Traqueitis,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
Aerosaculitis,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
Cardiovascular,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,1,1,H,5,-,8
ErosionMolleja,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
ComedorCama,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
Proventriculitis,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
IntestinosEngrosados,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
IntestinosAdelgazados,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
E.acervulina,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
E.maxima,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
E.tenella,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
ExcesoMocoIntestinal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,1,1,H,5,-,8
ExcesoFluidoIntestinal,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
DescamacionIntestinal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,1,1,H,5,-,8
Tenias,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
EnteritisNecrotica,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
PasajeAlimento,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
GasCecal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
HiperemiaIntestinal,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
QuemaduraAmoniaco,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
Aspergilosis,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
Ascitis,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
Ascaridios/GusanosRedondos,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
HemorragiasPetequiales,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,1,H,5,-,8
PiernasPalidas,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
Rasguños,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,1,2,M,4,-,7
LesionCojinetePlantar,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,1,2,M,4,-,7
LesionCavidadOral,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
RetencionSacoVitelino,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
AtrofiaTimo,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
DañoBolsa,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
NecrosisCabezaFemur,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
DiscondroplasiaTibial,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
Traqueitis,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,1,2,M,4,-,7
Aerosaculitis,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
Cardiovascular,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,1,2,M,4,-,7
ErosionMolleja,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,1,2,M,4,-,7
ComedorCama,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
Proventriculitis,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
IntestinosEngrosados,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
IntestinosAdelgazados,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,1,2,M,4,-,7
E.acervulina,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
E.maxima,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
E.tenella,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
ExcesoMocoIntestinal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,2,2,M,4,-,7
ExcesoFluidoIntestinal,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
DescamacionIntestinal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
Tenias,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
EnteritisNecrotica,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
PasajeAlimento,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
GasCecal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
HiperemiaIntestinal,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
QuemaduraAmoniaco,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
Aspergilosis,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
Ascitis,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
Ascaridios/GusanosRedondos,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
HemorragiasPetequiales,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,2,M,4,-,7
PiernasPalidas,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
Rasguños,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
LesionCojinetePlantar,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
LesionCavidadOral,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
RetencionSacoVitelino,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
AtrofiaTimo,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
DañoBolsa,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
NecrosisCabezaFemur,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
DiscondroplasiaTibial,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
Traqueitis,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
Aerosaculitis,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
Cardiovascular,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
ErosionMolleja,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
ComedorCama,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
Proventriculitis,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
IntestinosEngrosados,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
IntestinosAdelgazados,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
E.acervulina,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
E.maxima,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
E.tenella,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
ExcesoMocoIntestinal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
ExcesoFluidoIntestinal,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
DescamacionIntestinal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
Tenias,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
EnteritisNecrotica,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
PasajeAlimento,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
GasCecal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
HiperemiaIntestinal,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
QuemaduraAmoniaco,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
Aspergilosis,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
Ascitis,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
Ascaridios/GusanosRedondos,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
HemorragiasPetequiales,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,3,-,0,-,0
PiernasPalidas,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
Rasguños,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
LesionCojinetePlantar,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
LesionCavidadOral,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
RetencionSacoVitelino,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
AtrofiaTimo,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
DañoBolsa,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
NecrosisCabezaFemur,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
DiscondroplasiaTibial,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
Traqueitis,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
Aerosaculitis,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
Cardiovascular,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
ErosionMolleja,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
ComedorCama,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
Proventriculitis,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
IntestinosEngrosados,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
IntestinosAdelgazados,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
E.acervulina,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
E.maxima,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
E.tenella,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
ExcesoMocoIntestinal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
ExcesoFluidoIntestinal,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
DescamacionIntestinal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
Tenias,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
EnteritisNecrotica,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
PasajeAlimento,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
GasCecal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
HiperemiaIntestinal,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
QuemaduraAmoniaco,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
Aspergilosis,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
Ascitis,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
Ascaridios/GusanosRedondos,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
HemorragiasPetequiales,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,4,-,0,-,0
PiernasPalidas,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
Rasguños,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
LesionCojinetePlantar,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
LesionCavidadOral,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
RetencionSacoVitelino,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
AtrofiaTimo,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
DañoBolsa,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
NecrosisCabezaFemur,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
DiscondroplasiaTibial,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
Traqueitis,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
Aerosaculitis,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
